id,topic,topic_kr,question_type,difficulty_min,difficulty_max,question_en,vocab_10,grammar_3,phrases_2,strategy_kr
166,domestic_travel,국내 여행,Comparison,5,6,How has your experience with traveling within your country changed compared to the past? Give specific examples.,domestic|travel|destination|itinerary|local|landmark|transportation|scenery|food|memory,"Compared to: Compared to the past, things are different now.|Used to: I used to do it differently before.|While: While it was simple in the past, it is more varied now.",There has definitely been a change in...|Compared to a few years ago...,"과거와 현재를 각각 설명한 뒤, 변화의 이유와 나의 의견을 붙이면 좋습니다. 장소, 동행자, 이동수단, 활동, 기억에 남은 이유를 순서대로 말하세요."
167,domestic_travel,국내 여행,Problem,5,6,"Tell me about a problem you had while traveling within your country. What happened, and how did you handle the situation?",domestic|travel|destination|itinerary|local|landmark|transportation|scenery|food|memory,"When clause: When the problem happened, I tried to stay calm.|So: So I decided to solve it step by step.|Past tense: I explained the situation and asked for help.","Things did not go as smoothly as I expected.|Luckily, I was able to handle it by...","문제 발생, 나의 대응, 결과, 교훈 순서로 말하면 고난도 문제도 안정적으로 답할 수 있습니다. 장소, 동행자, 이동수단, 활동, 기억에 남은 이유를 순서대로 말하세요."
168,domestic_travel,국내 여행,Role-play,5,6,"I am your friend, and we are going to plan a domestic trip together. Ask me three or four questions to make a plan.",domestic|travel|destination|itinerary|local|landmark|transportation|scenery|food|memory,Indirect question: Could you tell me what time works for you?|Would like to: I would like to know your preference.|Do you have: Do you have any specific plan in mind?,Do you have any preference for...?|Would it be okay if we...?,"질문 3~4개를 연속으로 하되, 시간, 장소, 선호, 예산 또는 준비물 중에서 골라 물어보세요. 장소, 동행자, 이동수단, 활동, 기억에 남은 이유를 순서대로 말하세요."
169,domestic_travel,국내 여행,Opinion,5,6,"Some people enjoy traveling within your country, while others do not. What is your opinion about this, and why?",domestic|travel|destination|itinerary|local|landmark|transportation|scenery|food|memory,"In my opinion: In my opinion, it depends on the person.|Although: Although there are some disadvantages, it can be helpful.|If clause: If people use it wisely, it can be positive.","From my point of view...|It really depends on the situation, but...","찬반 중 하나만 말하기보다 장점과 단점을 짧게 비교하고 내 입장을 정리하세요. 장소, 동행자, 이동수단, 활동, 기억에 남은 이유를 순서대로 말하세요."
170,domestic_travel,국내 여행,Change,5,6,How have people's habits related to traveling within your country changed these days? Explain the reasons and give examples.,domestic|travel|destination|itinerary|local|landmark|transportation|scenery|food|memory,"Present perfect: People's habits have changed a lot.|These days: These days, people tend to do it differently.|Due to: Due to technology and lifestyle changes, it has become more common.",This trend has become more common recently.|I think this change is mainly because...,"개인 경험에서 시작해 사회적 변화나 요즘 트렌드로 확장하면 고득점 답변에 유리합니다. 장소, 동행자, 이동수단, 활동, 기억에 남은 이유를 순서대로 말하세요."
171,overseas_travel,해외 여행,Description,2,6,"Describe an overseas trip you took or want to take. What is it like, and why is it important or interesting to you?",overseas|passport|flight|culture|language|hotel|sightseeing|currency|airport|souvenir,"There is/are: There are several reasons I like it.|Adjectives: It is quiet, comfortable, and easy to enjoy.|Relative clause: It is a place/activity that helps me relax.",What I like most about it is...|The first thing that comes to mind is...,"주제의 특징을 2~3가지로 나누어 설명하고, 마지막에 내가 좋아하는 이유를 붙이면 답변이 안정적입니다. 해외여행은 문화 차이, 언어 문제, 기억에 남은 장소를 포함하면 답변이 풍부해집니다."
172,overseas_travel,해외 여행,Routine,3,6,"Tell me about your usual routine for traveling abroad. When do you usually do it, and what do you normally do?",overseas|passport|flight|culture|language|hotel|sightseeing|currency|airport|souvenir,"Frequency adverbs: I usually do this on weekends.|After -ing: After finishing my work, I spend time on this.|Sequence words: First, I prepare, and then I enjoy it.",My routine is pretty simple.|I usually start by...,"시간 순서대로 말하면 자연스럽습니다. 언제, 어디서, 무엇을 하는지 순서로 답변하세요. 해외여행은 문화 차이, 언어 문제, 기억에 남은 장소를 포함하면 답변이 풍부해집니다."
173,overseas_travel,해외 여행,Preference,2,6,What do you like most about traveling abroad? Explain your preferences with specific examples.,overseas|passport|flight|culture|language|hotel|sightseeing|currency|airport|souvenir,Prefer to: I prefer to do this when I have free time.|Because: I like it because it helps me relax.|Comparative: It is more comfortable than other options.,"Personally, I prefer...|The main reason is that...","좋아하는 이유를 하나만 말하지 말고 편리함, 분위기, 감정 중 2가지 이상으로 확장하세요. 해외여행은 문화 차이, 언어 문제, 기억에 남은 장소를 포함하면 답변이 풍부해집니다."
174,overseas_travel,해외 여행,Past Experience,4,6,"Tell me about the last time you spent time traveling abroad. Where were you, who were you with, and what happened?",overseas|passport|flight|culture|language|hotel|sightseeing|currency|airport|souvenir,"Past tense: I went there a few months ago.|Past continuous: I was enjoying it when something happened.|Sequence words: First, then, after that, finally.","One experience that comes to mind is...|At first, I thought it would be ordinary, but...","언제, 어디서, 누구와, 무슨 일이 있었는지 말한 뒤 느낀 점으로 마무리하면 좋습니다. 해외여행은 문화 차이, 언어 문제, 기억에 남은 장소를 포함하면 답변이 풍부해집니다."
175,overseas_travel,해외 여행,Memorable Event,4,6,Tell me about a memorable experience related to traveling abroad. Why do you still remember it?,overseas|passport|flight|culture|language|hotel|sightseeing|currency|airport|souvenir,Superlative: It was one of the most memorable experiences.|Because: I remember it because it felt special.|Relative clause: It was an experience that stayed in my mind.,What made it memorable was...|I still remember it clearly because...,"사건 자체보다 왜 기억에 남았는지, 그때 기분이 어땠는지를 강조하면 IH 답변에 가까워집니다. 해외여행은 문화 차이, 언어 문제, 기억에 남은 장소를 포함하면 답변이 풍부해집니다."
176,overseas_travel,해외 여행,Comparison,5,6,How has your experience with traveling abroad changed compared to the past? Give specific examples.,overseas|passport|flight|culture|language|hotel|sightseeing|currency|airport|souvenir,"Compared to: Compared to the past, things are different now.|Used to: I used to do it differently before.|While: While it was simple in the past, it is more varied now.",There has definitely been a change in...|Compared to a few years ago...,"과거와 현재를 각각 설명한 뒤, 변화의 이유와 나의 의견을 붙이면 좋습니다. 해외여행은 문화 차이, 언어 문제, 기억에 남은 장소를 포함하면 답변이 풍부해집니다."
177,overseas_travel,해외 여행,Problem,5,6,"Tell me about a problem you had while traveling abroad. What happened, and how did you handle the situation?",overseas|passport|flight|culture|language|hotel|sightseeing|currency|airport|souvenir,"When clause: When the problem happened, I tried to stay calm.|So: So I decided to solve it step by step.|Past tense: I explained the situation and asked for help.","Things did not go as smoothly as I expected.|Luckily, I was able to handle it by...","문제 발생, 나의 대응, 결과, 교훈 순서로 말하면 고난도 문제도 안정적으로 답할 수 있습니다. 해외여행은 문화 차이, 언어 문제, 기억에 남은 장소를 포함하면 답변이 풍부해집니다."
178,overseas_travel,해외 여행,Role-play,5,6,"I am your friend, and we are going to prepare for an overseas trip. Ask me three or four questions to make a plan.",overseas|passport|flight|culture|language|hotel|sightseeing|currency|airport|souvenir,Indirect question: Could you tell me what time works for you?|Would like to: I would like to know your preference.|Do you have: Do you have any specific plan in mind?,Do you have any preference for...?|Would it be okay if we...?,"질문 3~4개를 연속으로 하되, 시간, 장소, 선호, 예산 또는 준비물 중에서 골라 물어보세요. 해외여행은 문화 차이, 언어 문제, 기억에 남은 장소를 포함하면 답변이 풍부해집니다."
179,overseas_travel,해외 여행,Opinion,5,6,"Some people enjoy traveling abroad, while others do not. What is your opinion about this, and why?",overseas|passport|flight|culture|language|hotel|sightseeing|currency|airport|souvenir,"In my opinion: In my opinion, it depends on the person.|Although: Although there are some disadvantages, it can be helpful.|If clause: If people use it wisely, it can be positive.","From my point of view...|It really depends on the situation, but...","찬반 중 하나만 말하기보다 장점과 단점을 짧게 비교하고 내 입장을 정리하세요. 해외여행은 문화 차이, 언어 문제, 기억에 남은 장소를 포함하면 답변이 풍부해집니다."
180,overseas_travel,해외 여행,Change,5,6,How have people's habits related to traveling abroad changed these days? Explain the reasons and give examples.,overseas|passport|flight|culture|language|hotel|sightseeing|currency|airport|souvenir,"Present perfect: People's habits have changed a lot.|These days: These days, people tend to do it differently.|Due to: Due to technology and lifestyle changes, it has become more common.",This trend has become more common recently.|I think this change is mainly because...,"개인 경험에서 시작해 사회적 변화나 요즘 트렌드로 확장하면 고득점 답변에 유리합니다. 해외여행은 문화 차이, 언어 문제, 기억에 남은 장소를 포함하면 답변이 풍부해집니다."
181,tv_watching,TV 시청하기,Description,2,6,"Describe your experience with watching TV. What is it like, and what do you usually enjoy about it?",program|channel|episode|series|screen|remote|documentary|drama|comedy|relaxing,"There is/are: There are several things I like about it.|Adjectives: It is relaxing, convenient, and enjoyable.|Relative clause: It is an activity that helps me relax.",What I like most about it is...|The first thing that comes to mind is...,"주제의 특징을 2~3가지로 나누어 설명하고, 마지막에 내가 좋아하는 이유를 붙이면 답변이 안정적입니다. TV 시청은 프로그램 종류, 시청 시간, 함께 보는 사람, 느낀 점을 연결하면 답변이 자연스럽습니다."
182,tv_watching,TV 시청하기,Routine,3,6,"Tell me about your usual routine for watching TV. When do you usually do it, and what do you normally do?",program|channel|episode|series|screen|remote|documentary|drama|comedy|relaxing,"Frequency adverbs: I usually do this on weekends.|After -ing: After finishing my work, I spend time on this.|Sequence words: First, I prepare, and then I enjoy it.",My routine is pretty simple.|I usually start by...,"시간 순서대로 말하면 자연스럽습니다. 언제, 어디서, 무엇을 하는지 순서로 답변하세요. TV 시청은 프로그램 종류, 시청 시간, 함께 보는 사람, 느낀 점을 연결하면 답변이 자연스럽습니다."
183,tv_watching,TV 시청하기,Preference,2,6,What do you like most about watching TV? Explain your preferences with specific examples.,program|channel|episode|series|screen|remote|documentary|drama|comedy|relaxing,Prefer to: I prefer to do this when I have free time.|Because: I like it because it helps me relax.|Comparative: It is more enjoyable than other activities.,"Personally, I prefer...|The main reason is that...","좋아하는 이유를 하나만 말하지 말고 편리함, 분위기, 감정 중 2가지 이상으로 확장하세요. TV 시청은 프로그램 종류, 시청 시간, 함께 보는 사람, 느낀 점을 연결하면 답변이 자연스럽습니다."
184,tv_watching,TV 시청하기,Past Experience,4,6,"Tell me about a recent experience you had with watching TV. Where were you, who were you with, and what happened?",program|channel|episode|series|screen|remote|documentary|drama|comedy|relaxing,"Past tense: I did this last month.|Sequence words: First, I arrived, and then I looked around.|Because: I remember it because it was special.",One experience that comes to mind is...|The best part of that experience was...,"언제, 어디서, 누구와, 무엇을 했는지 말한 뒤 기억에 남은 이유를 붙이세요. TV 시청은 프로그램 종류, 시청 시간, 함께 보는 사람, 느낀 점을 연결하면 답변이 자연스럽습니다."
185,tv_watching,TV 시청하기,Memorable Event,4,6,Tell me about a memorable time when you were watching TV. Why was that experience special to you?,program|channel|episode|series|screen|remote|documentary|drama|comedy|relaxing,"Past tense: It happened a few months ago.|Relative clause: It was an experience that I still remember.|So: I was tired, so I took a short break.",What made it memorable was...|I still remember it clearly because...,"사건 자체보다 왜 기억에 남았는지, 그때의 감정이 어땠는지를 강조하세요. TV 시청은 프로그램 종류, 시청 시간, 함께 보는 사람, 느낀 점을 연결하면 답변이 자연스럽습니다."
186,tv_watching,TV 시청하기,Comparison,5,6,How is watching TV different now compared to the past? Explain the changes with specific examples.,program|channel|episode|series|screen|remote|documentary|drama|comedy|relaxing,"Compared to: Compared to the past, it is more common now.|While: While some people enjoy it outside, others do it at home.|Present perfect: It has changed a lot over time.","Compared to the past, people now tend to...|There has been a big change in...","과거와 현재를 나누어 말하고 기술, 생활방식, 사람들의 선호 변화를 연결하세요. TV 시청은 프로그램 종류, 시청 시간, 함께 보는 사람, 느낀 점을 연결하면 답변이 자연스럽습니다."
187,tv_watching,TV 시청하기,Problem,5,6,"Tell me about a problem you had while watching TV. What happened, and how did you handle it?",program|channel|episode|series|screen|remote|documentary|drama|comedy|relaxing,"Past tense: I had a problem when I did this.|When clause: When I noticed the problem, I tried to fix it.|So: So I asked someone for help.","Things did not go as smoothly as I expected.|Luckily, I was able to solve the problem by...","문제 발생, 내가 한 행동, 결과, 느낀 점 순서로 말하면 답변이 안정적입니다. TV 시청은 프로그램 종류, 시청 시간, 함께 보는 사람, 느낀 점을 연결하면 답변이 자연스럽습니다."
188,tv_watching,TV 시청하기,Role-play,5,6,"I am your friend, and we are planning to spend time watching TV. Ask me three or four questions to make a plan.",program|channel|episode|series|screen|remote|documentary|drama|comedy|relaxing,Indirect question: Could you tell me where it is?|Would like to: I would like to know more about it.|Can I: Can I ask a few questions?,Can I ask you a few questions about...?|Do you have any preference for...?,"질문 3~4개를 자연스럽게 이어가고 시간, 장소, 비용, 선호도를 묻는 구조가 좋습니다. TV 시청은 프로그램 종류, 시청 시간, 함께 보는 사람, 느낀 점을 연결하면 답변이 자연스럽습니다."
189,tv_watching,TV 시청하기,Opinion,5,6,"Some people enjoy watching TV, while others do not. What is your opinion, and why do you think that way?",program|channel|episode|series|screen|remote|documentary|drama|comedy|relaxing,"I think: I think this activity is useful.|Because: This is important because it helps people relax.|On the other hand: On the other hand, it can have some disadvantages.","From my point of view...|It really depends on the situation, but...","찬반 중 한쪽을 고른 뒤 이유 2개와 개인 경험 1개를 붙이면 좋습니다. TV 시청은 프로그램 종류, 시청 시간, 함께 보는 사람, 느낀 점을 연결하면 답변이 자연스럽습니다."
190,tv_watching,TV 시청하기,Change,5,6,How have people’s habits related to watching TV changed these days? Explain the reasons and give examples.,program|channel|episode|series|screen|remote|documentary|drama|comedy|relaxing,"Present perfect: People’s habits have changed a lot.|These days: These days, people tend to do it differently.|Due to: Due to technology and lifestyle changes, it has become more common.",This trend has become more common recently.|I think this change is mainly because...,"개인 경험에서 시작해 요즘 트렌드나 사회적 변화로 확장하면 고득점 답변에 유리합니다. TV 시청은 프로그램 종류, 시청 시간, 함께 보는 사람, 느낀 점을 연결하면 답변이 자연스럽습니다."
191,news,뉴스 보거나 듣기,Description,2,6,"Describe your experience with watching or listening to the news. What is it like, and what do you usually enjoy about it?",news|headline|article|broadcast|issue|reporter|current event|information|source|update,"There is/are: There are several things I like about it.|Adjectives: It is relaxing, convenient, and enjoyable.|Relative clause: It is an activity that helps me relax.",What I like most about it is...|The first thing that comes to mind is...,"주제의 특징을 2~3가지로 나누어 설명하고, 마지막에 내가 좋아하는 이유를 붙이면 답변이 안정적입니다. 뉴스 주제는 정보 습득 이유, 자주 보는 매체, 최근 기억나는 이슈를 중심으로 말하면 좋습니다."
192,news,뉴스 보거나 듣기,Routine,3,6,"Tell me about your usual routine for watching or listening to the news. When do you usually do it, and what do you normally do?",news|headline|article|broadcast|issue|reporter|current event|information|source|update,"Frequency adverbs: I usually do this on weekends.|After -ing: After finishing my work, I spend time on this.|Sequence words: First, I prepare, and then I enjoy it.",My routine is pretty simple.|I usually start by...,"시간 순서대로 말하면 자연스럽습니다. 언제, 어디서, 무엇을 하는지 순서로 답변하세요. 뉴스 주제는 정보 습득 이유, 자주 보는 매체, 최근 기억나는 이슈를 중심으로 말하면 좋습니다."
193,news,뉴스 보거나 듣기,Preference,2,6,What do you like most about watching or listening to the news? Explain your preferences with specific examples.,news|headline|article|broadcast|issue|reporter|current event|information|source|update,Prefer to: I prefer to do this when I have free time.|Because: I like it because it helps me relax.|Comparative: It is more enjoyable than other activities.,"Personally, I prefer...|The main reason is that...","좋아하는 이유를 하나만 말하지 말고 편리함, 분위기, 감정 중 2가지 이상으로 확장하세요. 뉴스 주제는 정보 습득 이유, 자주 보는 매체, 최근 기억나는 이슈를 중심으로 말하면 좋습니다."
194,news,뉴스 보거나 듣기,Past Experience,4,6,"Tell me about a recent experience you had with watching or listening to the news. Where were you, who were you with, and what happened?",news|headline|article|broadcast|issue|reporter|current event|information|source|update,"Past tense: I did this last month.|Sequence words: First, I arrived, and then I looked around.|Because: I remember it because it was special.",One experience that comes to mind is...|The best part of that experience was...,"언제, 어디서, 누구와, 무엇을 했는지 말한 뒤 기억에 남은 이유를 붙이세요. 뉴스 주제는 정보 습득 이유, 자주 보는 매체, 최근 기억나는 이슈를 중심으로 말하면 좋습니다."
195,news,뉴스 보거나 듣기,Memorable Event,4,6,Tell me about a memorable time when you were watching or listening to the news. Why was that experience special to you?,news|headline|article|broadcast|issue|reporter|current event|information|source|update,"Past tense: It happened a few months ago.|Relative clause: It was an experience that I still remember.|So: I was tired, so I took a short break.",What made it memorable was...|I still remember it clearly because...,"사건 자체보다 왜 기억에 남았는지, 그때의 감정이 어땠는지를 강조하세요. 뉴스 주제는 정보 습득 이유, 자주 보는 매체, 최근 기억나는 이슈를 중심으로 말하면 좋습니다."
196,news,뉴스 보거나 듣기,Comparison,5,6,How is watching or listening to the news different now compared to the past? Explain the changes with specific examples.,news|headline|article|broadcast|issue|reporter|current event|information|source|update,"Compared to: Compared to the past, it is more common now.|While: While some people enjoy it outside, others do it at home.|Present perfect: It has changed a lot over time.","Compared to the past, people now tend to...|There has been a big change in...","과거와 현재를 나누어 말하고 기술, 생활방식, 사람들의 선호 변화를 연결하세요. 뉴스 주제는 정보 습득 이유, 자주 보는 매체, 최근 기억나는 이슈를 중심으로 말하면 좋습니다."
197,news,뉴스 보거나 듣기,Problem,5,6,"Tell me about a problem you had while watching or listening to the news. What happened, and how did you handle it?",news|headline|article|broadcast|issue|reporter|current event|information|source|update,"Past tense: I had a problem when I did this.|When clause: When I noticed the problem, I tried to fix it.|So: So I asked someone for help.","Things did not go as smoothly as I expected.|Luckily, I was able to solve the problem by...","문제 발생, 내가 한 행동, 결과, 느낀 점 순서로 말하면 답변이 안정적입니다. 뉴스 주제는 정보 습득 이유, 자주 보는 매체, 최근 기억나는 이슈를 중심으로 말하면 좋습니다."
198,news,뉴스 보거나 듣기,Role-play,5,6,"I am your friend, and we are planning to spend time watching or listening to the news. Ask me three or four questions to make a plan.",news|headline|article|broadcast|issue|reporter|current event|information|source|update,Indirect question: Could you tell me where it is?|Would like to: I would like to know more about it.|Can I: Can I ask a few questions?,Can I ask you a few questions about...?|Do you have any preference for...?,"질문 3~4개를 자연스럽게 이어가고 시간, 장소, 비용, 선호도를 묻는 구조가 좋습니다. 뉴스 주제는 정보 습득 이유, 자주 보는 매체, 최근 기억나는 이슈를 중심으로 말하면 좋습니다."
199,news,뉴스 보거나 듣기,Opinion,5,6,"Some people enjoy watching or listening to the news, while others do not. What is your opinion, and why do you think that way?",news|headline|article|broadcast|issue|reporter|current event|information|source|update,"I think: I think this activity is useful.|Because: This is important because it helps people relax.|On the other hand: On the other hand, it can have some disadvantages.","From my point of view...|It really depends on the situation, but...","찬반 중 한쪽을 고른 뒤 이유 2개와 개인 경험 1개를 붙이면 좋습니다. 뉴스 주제는 정보 습득 이유, 자주 보는 매체, 최근 기억나는 이슈를 중심으로 말하면 좋습니다."
200,news,뉴스 보거나 듣기,Change,5,6,How have people’s habits related to watching or listening to the news changed these days? Explain the reasons and give examples.,news|headline|article|broadcast|issue|reporter|current event|information|source|update,"Present perfect: People’s habits have changed a lot.|These days: These days, people tend to do it differently.|Due to: Due to technology and lifestyle changes, it has become more common.",This trend has become more common recently.|I think this change is mainly because...,"개인 경험에서 시작해 요즘 트렌드나 사회적 변화로 확장하면 고득점 답변에 유리합니다. 뉴스 주제는 정보 습득 이유, 자주 보는 매체, 최근 기억나는 이슈를 중심으로 말하면 좋습니다."
201,driving,차로 드라이브하기,Description,2,6,"Describe your experience with going for a drive. What is it like, and what do you usually enjoy about it?",drive|route|traffic|highway|scenery|destination|parking|navigation|relaxing|weekend,"There is/are: There are several things I like about it.|Adjectives: It is relaxing, convenient, and enjoyable.|Relative clause: It is an activity that helps me relax.",What I like most about it is...|The first thing that comes to mind is...,"주제의 특징을 2~3가지로 나누어 설명하고, 마지막에 내가 좋아하는 이유를 붙이면 답변이 안정적입니다. 드라이브는 목적지, 경로, 기분 전환 효과, 길에서 생긴 일을 함께 말하면 답변이 풍부해집니다."
202,driving,차로 드라이브하기,Routine,3,6,"Tell me about your usual routine for going for a drive. When do you usually do it, and what do you normally do?",drive|route|traffic|highway|scenery|destination|parking|navigation|relaxing|weekend,"Frequency adverbs: I usually do this on weekends.|After -ing: After finishing my work, I spend time on this.|Sequence words: First, I prepare, and then I enjoy it.",My routine is pretty simple.|I usually start by...,"시간 순서대로 말하면 자연스럽습니다. 언제, 어디서, 무엇을 하는지 순서로 답변하세요. 드라이브는 목적지, 경로, 기분 전환 효과, 길에서 생긴 일을 함께 말하면 답변이 풍부해집니다."
203,driving,차로 드라이브하기,Preference,2,6,What do you like most about going for a drive? Explain your preferences with specific examples.,drive|route|traffic|highway|scenery|destination|parking|navigation|relaxing|weekend,Prefer to: I prefer to do this when I have free time.|Because: I like it because it helps me relax.|Comparative: It is more enjoyable than other activities.,"Personally, I prefer...|The main reason is that...","좋아하는 이유를 하나만 말하지 말고 편리함, 분위기, 감정 중 2가지 이상으로 확장하세요. 드라이브는 목적지, 경로, 기분 전환 효과, 길에서 생긴 일을 함께 말하면 답변이 풍부해집니다."
204,driving,차로 드라이브하기,Past Experience,4,6,"Tell me about a recent experience you had with going for a drive. Where were you, who were you with, and what happened?",drive|route|traffic|highway|scenery|destination|parking|navigation|relaxing|weekend,"Past tense: I did this last month.|Sequence words: First, I arrived, and then I looked around.|Because: I remember it because it was special.",One experience that comes to mind is...|The best part of that experience was...,"언제, 어디서, 누구와, 무엇을 했는지 말한 뒤 기억에 남은 이유를 붙이세요. 드라이브는 목적지, 경로, 기분 전환 효과, 길에서 생긴 일을 함께 말하면 답변이 풍부해집니다."
205,driving,차로 드라이브하기,Memorable Event,4,6,Tell me about a memorable time when you were going for a drive. Why was that experience special to you?,drive|route|traffic|highway|scenery|destination|parking|navigation|relaxing|weekend,"Past tense: It happened a few months ago.|Relative clause: It was an experience that I still remember.|So: I was tired, so I took a short break.",What made it memorable was...|I still remember it clearly because...,"사건 자체보다 왜 기억에 남았는지, 그때의 감정이 어땠는지를 강조하세요. 드라이브는 목적지, 경로, 기분 전환 효과, 길에서 생긴 일을 함께 말하면 답변이 풍부해집니다."
206,driving,차로 드라이브하기,Comparison,5,6,How is going for a drive different now compared to the past? Explain the changes with specific examples.,drive|route|traffic|highway|scenery|destination|parking|navigation|relaxing|weekend,"Compared to: Compared to the past, it is more common now.|While: While some people enjoy it outside, others do it at home.|Present perfect: It has changed a lot over time.","Compared to the past, people now tend to...|There has been a big change in...","과거와 현재를 나누어 말하고 기술, 생활방식, 사람들의 선호 변화를 연결하세요. 드라이브는 목적지, 경로, 기분 전환 효과, 길에서 생긴 일을 함께 말하면 답변이 풍부해집니다."
207,driving,차로 드라이브하기,Problem,5,6,"Tell me about a problem you had while going for a drive. What happened, and how did you handle it?",drive|route|traffic|highway|scenery|destination|parking|navigation|relaxing|weekend,"Past tense: I had a problem when I did this.|When clause: When I noticed the problem, I tried to fix it.|So: So I asked someone for help.","Things did not go as smoothly as I expected.|Luckily, I was able to solve the problem by...","문제 발생, 내가 한 행동, 결과, 느낀 점 순서로 말하면 답변이 안정적입니다. 드라이브는 목적지, 경로, 기분 전환 효과, 길에서 생긴 일을 함께 말하면 답변이 풍부해집니다."
208,driving,차로 드라이브하기,Role-play,5,6,"I am your friend, and we are planning to spend time going for a drive. Ask me three or four questions to make a plan.",drive|route|traffic|highway|scenery|destination|parking|navigation|relaxing|weekend,Indirect question: Could you tell me where it is?|Would like to: I would like to know more about it.|Can I: Can I ask a few questions?,Can I ask you a few questions about...?|Do you have any preference for...?,"질문 3~4개를 자연스럽게 이어가고 시간, 장소, 비용, 선호도를 묻는 구조가 좋습니다. 드라이브는 목적지, 경로, 기분 전환 효과, 길에서 생긴 일을 함께 말하면 답변이 풍부해집니다."
209,driving,차로 드라이브하기,Opinion,5,6,"Some people enjoy going for a drive, while others do not. What is your opinion, and why do you think that way?",drive|route|traffic|highway|scenery|destination|parking|navigation|relaxing|weekend,"I think: I think this activity is useful.|Because: This is important because it helps people relax.|On the other hand: On the other hand, it can have some disadvantages.","From my point of view...|It really depends on the situation, but...","찬반 중 한쪽을 고른 뒤 이유 2개와 개인 경험 1개를 붙이면 좋습니다. 드라이브는 목적지, 경로, 기분 전환 효과, 길에서 생긴 일을 함께 말하면 답변이 풍부해집니다."
210,driving,차로 드라이브하기,Change,5,6,How have people’s habits related to going for a drive changed these days? Explain the reasons and give examples.,drive|route|traffic|highway|scenery|destination|parking|navigation|relaxing|weekend,"Present perfect: People’s habits have changed a lot.|These days: These days, people tend to do it differently.|Due to: Due to technology and lifestyle changes, it has become more common.",This trend has become more common recently.|I think this change is mainly because...,"개인 경험에서 시작해 요즘 트렌드나 사회적 변화로 확장하면 고득점 답변에 유리합니다. 드라이브는 목적지, 경로, 기분 전환 효과, 길에서 생긴 일을 함께 말하면 답변이 풍부해집니다."
211,cooking,요리하기,Description,2,6,"Describe your experience with cooking. What is it like, and what do you usually enjoy about it?",cook|ingredient|recipe|meal|kitchen|flavor|prepare|dish|healthy|homemade,"There is/are: There are several things I like about it.|Adjectives: It is relaxing, convenient, and enjoyable.|Relative clause: It is an activity that helps me relax.",What I like most about it is...|The first thing that comes to mind is...,"주제의 특징을 2~3가지로 나누어 설명하고, 마지막에 내가 좋아하는 이유를 붙이면 답변이 안정적입니다. 요리는 재료, 조리 과정, 자주 만드는 음식, 실패 경험을 순서대로 말하면 좋습니다."
212,cooking,요리하기,Routine,3,6,"Tell me about your usual routine for cooking. When do you usually do it, and what do you normally do?",cook|ingredient|recipe|meal|kitchen|flavor|prepare|dish|healthy|homemade,"Frequency adverbs: I usually do this on weekends.|After -ing: After finishing my work, I spend time on this.|Sequence words: First, I prepare, and then I enjoy it.",My routine is pretty simple.|I usually start by...,"시간 순서대로 말하면 자연스럽습니다. 언제, 어디서, 무엇을 하는지 순서로 답변하세요. 요리는 재료, 조리 과정, 자주 만드는 음식, 실패 경험을 순서대로 말하면 좋습니다."
213,cooking,요리하기,Preference,2,6,What do you like most about cooking? Explain your preferences with specific examples.,cook|ingredient|recipe|meal|kitchen|flavor|prepare|dish|healthy|homemade,Prefer to: I prefer to do this when I have free time.|Because: I like it because it helps me relax.|Comparative: It is more enjoyable than other activities.,"Personally, I prefer...|The main reason is that...","좋아하는 이유를 하나만 말하지 말고 편리함, 분위기, 감정 중 2가지 이상으로 확장하세요. 요리는 재료, 조리 과정, 자주 만드는 음식, 실패 경험을 순서대로 말하면 좋습니다."
214,cooking,요리하기,Past Experience,4,6,"Tell me about a recent experience you had with cooking. Where were you, who were you with, and what happened?",cook|ingredient|recipe|meal|kitchen|flavor|prepare|dish|healthy|homemade,"Past tense: I did this last month.|Sequence words: First, I arrived, and then I looked around.|Because: I remember it because it was special.",One experience that comes to mind is...|The best part of that experience was...,"언제, 어디서, 누구와, 무엇을 했는지 말한 뒤 기억에 남은 이유를 붙이세요. 요리는 재료, 조리 과정, 자주 만드는 음식, 실패 경험을 순서대로 말하면 좋습니다."
215,cooking,요리하기,Memorable Event,4,6,Tell me about a memorable time when you were cooking. Why was that experience special to you?,cook|ingredient|recipe|meal|kitchen|flavor|prepare|dish|healthy|homemade,"Past tense: It happened a few months ago.|Relative clause: It was an experience that I still remember.|So: I was tired, so I took a short break.",What made it memorable was...|I still remember it clearly because...,"사건 자체보다 왜 기억에 남았는지, 그때의 감정이 어땠는지를 강조하세요. 요리는 재료, 조리 과정, 자주 만드는 음식, 실패 경험을 순서대로 말하면 좋습니다."
216,cooking,요리하기,Comparison,5,6,How is cooking different now compared to the past? Explain the changes with specific examples.,cook|ingredient|recipe|meal|kitchen|flavor|prepare|dish|healthy|homemade,"Compared to: Compared to the past, it is more common now.|While: While some people enjoy it outside, others do it at home.|Present perfect: It has changed a lot over time.","Compared to the past, people now tend to...|There has been a big change in...","과거와 현재를 나누어 말하고 기술, 생활방식, 사람들의 선호 변화를 연결하세요. 요리는 재료, 조리 과정, 자주 만드는 음식, 실패 경험을 순서대로 말하면 좋습니다."
